-0.026081933	0.05395685	0.010513797	-0.042966217	0.032465193	0.039687943	0.12117066	-0.044818033	-0.017589321	0.1149892	-0.028250573	-0.0041251127	-0.016454654	0.023749242	-0.028691811	0.0030041218
0.020741524	0.048047774	0.008101781	-0.07072817	0.04747657	0.064306855	0.07061935	-0.037827913	-0.028045174	0.115327954	0.024342429	0.023461042	0.022012455	-0.051342156	-0.00817731	-0.038814403
0.023627907	0.04397417	-0.014185596	0.0035631764	0.026551822	0.011415615	0.037848834	-0.030479584	-0.005801155	0.022107951	-0.051995326	0.0676647	-0.007740059	-0.07805376	0.07256599	0.010294685
-0.105476014	0.05975517	-0.034707423	-0.017008215	0.109995395	-0.033665594	0.066057	-0.10369262	-0.0097561795	0.023025798	0.009917312	0.015532855	-0.024015078	-0.002554619	0.005489175	0.0021773176
0.015718155	0.05171164	-0.00014130185	0.024366306	0.008493815	0.01691855	0.063573025	-0.07913175	0.010184345	0.012781129	0.009341846	-0.04534427	-0.0013527093	-0.008309058	-0.00027489304	0.013210456
-0.054427207	0.064845905	-0.006265287	-0.048704747	0.12668458	0.00869034	0.03638996	0.008928138	-0.035232086	0.094156556	0.03468414	-0.03301601	0.013995773	-0.0028983452	-0.008323891	-0.01870007
0.01566091	0.092497796	0.00388883	-0.09030832	0.013763551	0.032299217	0.063176885	-0.11045424	0.034369722	0.11038126	0.0051836553	0.023626035	0.0066708005	-0.01038578	0.024339886	0.032025076
0.0148905385	-0.012179436	-0.041261025	-0.05728303	0.043777015	-0.0039232215	0.116773546	0.0028082184	-0.027163638	0.024436696	-0.026106544	-0.012847503	0.01904295	-0.0016587018	-0.008762712	0.042143017
0.023782076	0.00703059	-0.046101566	-0.02994736	0.027368378	-0.0025860257	0.098816775	-0.027805772	-0.021477468	0.03939596	0.0234839	0.03861614	0.03391085	0.032446127	0.046770964	0.012213643
-0.01593188	0.14031893	0.06565029	-0.051938437	0.013788037	-0.01926323	0.11628145	0.016755683	0.019155474	0.016013779	-0.019852392	0.04975731	-0.03249869	-0.03174899	0.0883382	0.008668296
-0.050785296	0.07256408	0.012462906	-0.017245002	-0.00028922237	0.00991591	0.10073479	-0.07851973	-0.00873021	0.1310646	-0.036527112	-0.010781298	-0.022876317	-0.016785318	-0.032487746	-0.02916338
-0.07773444	0.10389163	-0.029982127	-0.0745518	0.056706883	-0.015898068	0.08185339	-0.065079264	-0.03025861	0.13986371	0.048293017	-0.07925724	-0.06738218	-0.012674362	-0.008265518	0.058547087
-0.049688928	0.055169433	-0.046555053	0.02603817	0.049405675	-0.013222028	0.05080514	0.005826671	0.011023736	0.047359087	-0.08156262	0.0057414807	-0.011628401	0.022880075	0.03713114	0.04043622
0.015363915	-0.014758869	-0.012476071	-0.1678434	0.0043560765	0.05471934	-0.08567934	-0.055776656	-0.02442035	0.006612206	-0.027330311	0.012506417	-0.06316444	0.039430104	-0.059379667	0.06514526
0.014656636	0.04788351	-0.12048965	0.13932972	0.00441695	0.005635112	0.13492952	-0.048664168	-0.041449394	0.010557303	0.047512956	0.020249119	0.026591815	-0.07405834	0.035087287	0.007020633
0.126508	-0.009692881	0.015158741	0.009629478	0.03153057	0.0056945942	0.09766162	-0.05544655	0.0087225875	0.18761562	0.048964202	0.039644483	-0.015165686	0.0061318865	0.048661113	0.011603806
-0.022166671	0.028672906	0.026563596	0.040254313	0.09792239	0.001705731	0.12797071	0.021682797	-0.01502653	0.07694893	0.015817577	0.021195201	-0.010026641	-0.023589311	0.040612716	0.004228673
0.04024327	0.083204925	-0.06332241	0.004850788	0.034560412	-0.016555466	0.061848074	-0.03636613	-0.015703958	0.088188656	0.053263023	0.030764049	-0.09863777	-0.0316259	-0.0030467552	-0.0025585762
-0.033315934	0.023193477	0.062048286	-0.08293149	0.030337444	0.0548273	0.08063238	-0.10412848	-0.10633172	0.13583459	0.008100888	-0.012603425	0.012817228	0.03237873	-0.0077509214	-0.0057956367
-0.0054908516	0.12095681	0.030438172	-0.074200615	-0.027652437	-0.02352554	0.008687086	0.034202047	-0.074210905	-0.017032878	0.07911051	0.007835511	-0.064901195	-0.035484776	0.048916135	0.04195836
0.0769943	0.06375337	-0.057379656	-0.015485259	0.0457693	-0.018884161	-0.04132151	-0.021434795	0.09758207	0.073287115	0.048785035	-0.020658938	0.00057692756	-0.007575032	-0.04280576	0.019914407
0.043195315	0.023993686	-0.0050458484	-0.10036151	0.056876395	-0.04193683	0.08884453	-0.06369743	-0.09767838	-0.034423664	0.06210401	0.0060093566	0.016450834	0.077718884	0.010941026	-0.039952938
-0.07894541	0.07140325	0.021358477	0.0103312	-0.04309265	0.008090078	0.07394835	-0.042762376	-0.15204522	0.09123781	-0.00012098849	0.02291937	0.0055147004	-0.08325944	0.12446455	-0.033401493
0.098376065	-0.011637755	0.020113584	-0.13964981	0.08278606	-0.044422053	-0.08570344	-0.08084197	-0.020155236	0.053130575	0.0029085022	-0.029083405	-0.04810249	0.024283726	-0.099535204	0.030617746
-0.019402482	0.011128222	-0.113206595	-0.015843049	0.0048018945	-0.021206962	0.039066352	0.02991739	-0.11991633	0.04553716	0.07446794	-0.031289913	-0.009026538	0.04048182	0.11166224	0.033986244
0.000131117	0.045828547	-0.039136086	-0.051137924	-0.026366387	0.0007709938	0.060123123	0.008101111	-0.040479455	-0.07122259	0.037172806	-0.028979076	0.03680466	-0.035077613	-0.013731744	-0.04893762
